Frequenz(ms);Kanal A(mV);Kanal B(V)
5,63711997;52,23243000;-3,46171500
5,63967997;50,40132000;-3,55266000
5,64223997;46,74215000;-3,55266000
5,64479997;50,40132000;-3,55266000
5,64735997;48,57021000;-3,55266000
5,64991997;51,31687000;-3,55266000
5,65247997;51,31687000;-3,55266000
5,65503997;49,48576000;-3,55266000
5,65759997;52,23243000;-3,55266000
5,66015997;48,57021000;-3,55266000
5,66271997;48,57021000;-3,55266000
5,66527997;52,23243000;-3,55266000
5,66783997;48,57021000;-3,55266000
5,67039997;51,31687000;-3,55266000
5,67295997;45,82659000;-3,55266000
5,67551997;52,23243000;-3,55266000
5,67807997;53,14798000;-3,55266000
5,68063997;52,23243000;-3,64360500
5,68319997;49,48576000;-3,64360500
5,68575997;46,74215000;-3,64360500
5,68831997;53,14798000;-3,64360500
5,69087997;52,23243000;-3,64360500
5,69343997;50,40132000;-3,64360500
5,69599997;54,06354000;-3,64360500
5,69855997;52,23243000;-3,64360500
5,70111997;51,31687000;-3,64360500
5,70367997;51,31687000;-3,64360500
5,70623997;53,14798000;-3,64360500
5,70879997;52,23243000;-3,64360500
5,71135997;49,48576000;-3,64360500
5,71391997;49,48576000;-3,73455000
5,71647997;53,14798000;-3,73455000
5,71903997;54,97604000;-3,64360500
5,72159997;53,14798000;-3,64360500
5,72415997;53,14798000;-3,73455000
5,72671997;52,23243000;-3,73455000
5,72927997;51,31687000;-3,73455000
5,73183997;56,80715000;-3,73455000
5,73439997;52,23243000;-3,73455000
5,73695997;53,14798000;-3,73455000
5,73951997;53,14798000;-3,73455000
5,74207997;54,97604000;-3,73455000
5,74463997;54,06354000;-3,73455000
5,74719997;41,25187000;-3,82549500
5,74975997;53,14798000;-3,73455000
5,75231997;54,06354000;-3,82549500
5,75487997;54,97604000;-3,82549500
5,75743997;52,23243000;-3,73455000
5,75999996;54,97604000;-3,82549500
5,76255996;54,97604000;-3,82549500
5,76511996;54,97604000;-3,82549500
5,76767996;54,97604000;-3,82549500
5,77023996;54,06354000;-3,82549500
5,77279996;54,97604000;-3,82549500
5,77535996;53,14798000;-3,82549500
5,77791996;55,89160000;-3,82549500
5,78047996;53,14798000;-3,82549500
5,78303996;54,06354000;-3,82549500
5,78559996;54,06354000;-3,91644000
5,78815996;56,80715000;-3,91644000
5,79071996;54,97604000;-3,82549500
5,79327996;52,23243000;-3,91644000
5,79583996;54,97604000;-3,91644000
5,79839996;52,23243000;-3,91644000
5,80095996;54,97604000;-3,91644000
5,80351996;54,97604000;-3,91644000
5,80607996;53,14798000;-3,91644000
5,80863996;54,06354000;-3,91644000
5,81119996;56,80715000;-3,91644000
5,81375996;54,97604000;-3,91644000
5,81631996;55,89160000;-3,91644000
5,81887996;54,97604000;-3,91644000
5,82143996;59,55382000;-4,00738500
5,82399996;60,46632000;-4,00738500
5,82655996;57,72271000;-3,91644000
5,82911996;51,31687000;-3,91644000
5,83167996;58,63826000;-3,91644000
5,83423996;55,89160000;-3,91644000
5,83679996;56,80715000;-4,00738500
5,83935996;55,89160000;-4,00738500
5,84191996;54,97604000;-4,00738500
5,84447996;53,14798000;-4,00738500
5,84703996;56,80715000;-4,00738500
5,84959996;60,46632000;-4,00738500
5,85215996;56,80715000;-4,00738500
5,85471996;54,97604000;-4,00738500
5,85727996;58,63826000;-4,09833000
5,85983996;54,97604000;-4,00738500
5,86239996;54,97604000;-4,00738500
5,86495996;54,06354000;-4,00738500
5,86751996;56,80715000;-4,00738500
5,87007996;57,72271000;-4,00738500
5,87263996;57,72271000;-4,00738500
5,87519996;57,72271000;-4,00738500
5,87775996;57,72271000;-4,09833000
5,88031996;58,63826000;-4,09833000
5,88287996;58,63826000;-4,09833000
5,88543996;58,63826000;-4,09833000
5,88799996;55,89160000;-4,09833000
5,89055996;56,80715000;-4,09833000
5,89311996;59,55382000;-4,09833000
5,89567996;58,63826000;-4,09833000
5,89823996;56,80715000;-4,09833000
5,90079996;58,63826000;-4,09833000
5,90335996;62,29743000;-4,09833000
5,90591996;58,63826000;-4,09833000
5,90847996;58,63826000;-4,09833000
5,91103996;58,63826000;-4,09833000
5,91359996;58,63826000;-4,09833000
5,91615996;60,46632000;-4,09833000
5,91871996;59,55382000;-4,09833000
5,92127996;58,63826000;-4,09833000
5,92383996;58,63826000;-4,18927600
5,92639996;60,46632000;-4,09833000
5,92895996;58,63826000;-4,18927600
5,93151996;56,80715000;-4,09833000
5,93407996;60,46632000;-4,18927600
5,93663996;56,80715000;-4,18927600
5,93919996;61,38188000;-4,18927600
5,94175996;58,63826000;-4,18927600
5,94431996;59,55382000;-4,28022100
5,94687996;62,29743000;-4,18927600
5,94943996;58,63826000;-4,18927600
5,95199996;59,55382000;-4,28022100
5,95455996;62,29743000;-4,28022100
5,95711996;61,38188000;-4,28022100
5,95967996;59,55382000;-4,28022100
5,96223996;60,46632000;-4,28022100
5,96479996;63,21299000;-4,28022100
5,96735996;58,63826000;-4,28022100
5,96991996;59,55382000;-4,28022100
5,97247996;60,46632000;-4,28022100
5,97503996;64,12855000;-4,28022100
5,97759996;60,46632000;-4,28022100
5,98015996;62,29743000;-4,28022100
5,98271996;62,29743000;-4,28022100
5,98527996;60,46632000;-4,28022100
5,98783996;62,29743000;-4,28022100
5,99039996;60,46632000;-4,28022100
5,99295996;59,55382000;-4,28022100
5,99551996;60,46632000;-4,28022100
5,99807996;60,46632000;-4,28022100
6,00063996;61,38188000;-4,28022100
6,00319996;58,63826000;-4,37116600
6,00575996;61,38188000;-4,28022100
6,00831996;62,29743000;-4,37116600
6,01087996;64,12855000;-4,28022100
6,01343996;59,55382000;-4,37116600
6,01599996;61,38188000;-4,37116600
6,01855996;61,38188000;-4,37116600
6,02111996;60,46632000;-4,37116600
6,02367996;60,46632000;-4,37116600
6,02623996;62,29743000;-4,37116600
6,02879996;54,06354000;-4,37116600
6,03135996;65,04410000;-4,37116600
6,03391996;62,29743000;-4,37116600
6,03647996;64,12855000;-4,37116600
6,03903996;62,29743000;-4,46211100
6,04159996;59,55382000;-4,46211100
6,04415996;62,29743000;-4,46211100
6,04671996;63,21299000;-4,46211100
6,04927996;65,04410000;-4,37116600
6,05183996;60,46632000;-4,46211100
6,05439996;62,29743000;-4,46211100
6,05695996;64,12855000;-4,46211100
6,05951996;63,21299000;-4,55305600
6,06207996;63,21299000;-4,46211100
6,06463996;63,21299000;-4,46211100
6,06719996;63,21299000;-4,55305600
6,06975996;64,12855000;-4,55305600
6,07231996;62,29743000;-4,46211100
6,07487996;59,55382000;-4,46211100
6,07743996;64,12855000;-4,46211100
6,07999996;64,12855000;-4,46211100
6,08255996;63,21299000;-4,55305600
6,08511996;62,29743000;-4,55305600
6,08767996;64,12855000;-4,55305600
6,09023996;65,04410000;-4,55305600
6,09279996;65,04410000;-4,55305600
6,09535996;65,04410000;-4,55305600
6,09791996;63,21299000;-4,55305600
6,10047996;65,95965000;-4,55305600
6,10303996;66,87216000;-4,55305600
6,10559996;65,95965000;-4,55305600
6,10815996;65,95965000;-4,55305600
6,11071996;64,12855000;-4,55305600
6,11327996;62,29743000;-4,55305600
6,11583996;64,12855000;-4,55305600
6,11839996;63,21299000;-4,55305600
6,12095996;64,12855000;-4,55305600
6,12351996;66,87216000;-4,55305600
6,12607996;65,04410000;-4,55305600
6,12863996;65,95965000;-4,64400100
6,13119996;65,04410000;-4,64400100
6,13375996;62,29743000;-4,55305600
6,13631996;63,21299000;-4,64400100
6,13887996;65,95965000;-4,64400100
6,14143996;60,46632000;-4,64400100
6,14399996;65,04410000;-4,64400100
6,14655996;65,95965000;-4,64400100
6,14911996;65,04410000;-4,64400100
6,15167996;65,04410000;-4,64400100
6,15423996;65,04410000;-4,64400100
6,15679996;65,95965000;-4,64400100
6,15935996;65,95965000;-4,64400100
6,16191996;64,12855000;-4,64400100
6,16447996;65,95965000;-4,64400100
6,16703996;65,95965000;-4,64400100
6,16959996;66,87216000;-4,64400100
6,17215996;64,12855000;-4,64400100
6,17471996;66,87216000;-4,64400100
6,17727996;62,29743000;-4,64400100
6,17983996;66,87216000;-4,73494700
6,18239996;64,12855000;-4,64400100
6,18495996;64,12855000;-4,73494700
6,18751996;65,95965000;-4,73494700
6,19007996;64,12855000;-4,73494700
6,19263996;65,95965000;-4,73494700
6,19519996;67,78771000;-4,73494700
6,19775996;66,87216000;-4,64400100
6,20031996;67,78771000;-4,64400100
6,20287996;65,04410000;-4,73494700
6,20543996;65,95965000;-4,73494700
6,20799996;67,78771000;-4,73494700
6,21055996;65,95965000;-4,73494700
6,21311996;66,87216000;-4,73494700
6,21567996;69,61883000;-4,73494700
6,21823996;68,70327000;-4,73494700
6,22079996;65,95965000;-4,73494700
6,22335996;64,12855000;-4,73494700
6,22591996;66,87216000;-4,73494700
6,22847996;67,78771000;-4,73494700
6,23103996;69,61883000;-4,73494700
6,23359996;65,95965000;-4,73494700
6,23615996;66,87216000;-4,73494700
6,23871996;68,70327000;-4,73494700
6,24127996;67,78771000;-4,82589200
6,24383996;66,87216000;-4,73494700
6,24639996;67,78771000;-4,82589200
6,24895996;65,04410000;-4,82589200
6,25151996;67,78771000;-4,82589200
6,25407996;66,87216000;-4,82589200
6,25663996;67,78771000;-4,82589200
6,25919996;65,04410000;-4,82589200
6,26175996;67,78771000;-4,82589200
6,26431996;69,61883000;-4,82589200
6,26687996;69,61883000;-4,82589200
6,26943996;66,87216000;-4,82589200
6,27199996;65,95965000;-4,82589200
6,27455996;66,87216000;-4,82589200
6,27711996;69,61883000;-4,82589200
6,27967996;67,78771000;-4,82589200
6,28223996;69,61883000;-4,82589200
6,28479996;67,78771000;-4,82589200
6,28735996;66,87216000;-4,82589200
6,28991996;69,61883000;-4,82589200
6,29247996;69,61883000;-4,91683700
6,29503996;70,53438000;-4,91683700
6,29759996;67,78771000;-5,00778200
6,30015996;67,78771000;-4,82589200
6,30271996;69,61883000;-4,82589200
6,30527996;69,61883000;-4,82589200
6,30783996;69,61883000;-4,82589200
6,31039996;69,61883000;-4,82589200
6,31295996;67,78771000;-4,91683700
6,31551996;69,61883000;-5,00778200
6,31807996;71,44993000;-4,91683700
6,32063996;67,78771000;-4,91683700
6,32319996;70,53438000;-4,91683700
6,32575996;67,78771000;-4,91683700
6,32831996;71,44993000;-4,91683700
6,33087996;67,78771000;-5,00778200
6,33343996;70,53438000;-4,91683700
6,33599996;67,78771000;-5,00778200
6,33855996;73,27799000;-5,00778200
6,34111996;69,61883000;-5,00778200
6,34367996;69,61883000;-5,00778200
6,34623996;69,61883000;-5,00778200
6,34879996;65,95965000;-5,00778200
6,35135996;71,44993000;-5,00778200
6,35391996;69,61883000;-5,00778200
6,35647996;69,61883000;-5,00778200
6,35903996;74,19355000;-5,00778200
6,36159996;70,53438000;-5,00778200
6,36415996;71,44993000;-5,00778200
6,36671996;70,53438000;-5,00778200
6,36927996;70,53438000;-5,00778200
6,37183996;70,53438000;-5,00778200
6,37439996;69,61883000;-5,00778200
6,37695996;69,61883000;-5,00778200
6,37951996;69,61883000;-5,00778200
6,38207996;70,53438000;-5,00778200
6,38463996;69,61883000;-5,00778200
6,38719996;69,61883000;-5,00778200
6,38975996;71,44993000;-5,00778200
6,39231996;72,36243000;-5,00778200
6,39487996;70,53438000;-5,00778200
6,39743996;73,27799000;-5,00778200
6,39999996;72,36243000;-5,00778200
6,40255996;69,61883000;-5,00778200
6,40511996;72,36243000;-5,00778200
6,40767996;67,78771000;-5,00778200
6,41023996;71,44993000;-5,00778200
6,41279996;69,61883000;-5,09903200
6,41535996;70,53438000;-5,00778200
6,41791996;73,27799000;-5,09903200
6,42047996;72,36243000;-5,09903200
6,42303996;72,36243000;-5,09903200
6,42559996;72,36243000;-5,00778200
6,42815996;71,44993000;-5,09903200
6,43071996;70,53438000;-5,09903200
6,43327996;70,53438000;-5,09903200
6,43583996;72,36243000;-5,09903200
6,43839996;71,44993000;-5,09903200
6,44095996;70,53438000;-5,09903200
6,44351996;72,36243000;-5,09903200
6,44607996;72,36243000;-5,09903200
6,44863996;73,27799000;-5,09903200
6,45119996;73,27799000;-5,09903200
6,45375996;73,27799000;-5,09903200
6,45631996;70,53438000;-5,09903200
6,45887996;73,27799000;-5,09903200
6,46143996;72,36243000;-5,09903200
6,46399996;74,19355000;-5,09903200
6,46655996;69,61883000;-5,09903200
6,46911996;71,44993000;-5,09903200
6,47167996;69,61883000;-5,09903200
6,47423996;73,27799000;-5,09903200
6,47679996;73,27799000;-5,09903200
6,47935996;73,27799000;-5,09903200
6,48191996;73,27799000;-5,18997800
6,48447996;71,44993000;-5,09903200
6,48703996;72,36243000;-5,09903200
6,48959996;73,27799000;-5,09903200
6,49215996;73,27799000;-5,18997800
6,49471996;69,61883000;-5,18997800
6,49727996;74,19355000;-5,18997800
6,49983996;73,27799000;-5,18997800
6,50239996;71,44993000;-5,18997800
6,50495996;72,36243000;-5,18997800
6,50751996;71,44993000;-5,18997800
6,51007996;75,10911000;-5,18997800
6,51263996;73,27799000;-5,18997800
6,51519996;73,27799000;-5,18997800
6,51775996;72,36243000;-5,18997800
6,52031996;71,44993000;-5,18997800
6,52287996;74,19355000;-5,18997800
6,52543996;73,27799000;-5,18997800
6,52799996;73,27799000;-5,18997800
6,53055996;71,44993000;-5,18997800
6,53311996;65,95965000;-5,18997800
6,53567996;73,27799000;-5,18997800
6,53823996;72,36243000;-5,18997800
6,54079996;71,44993000;-5,18997800
6,54335996;71,44993000;-5,18997800
6,54591996;75,10911000;-5,28092300
6,54847996;74,19355000;-5,18997800
6,55103996;76,02465000;-5,18997800
6,55359996;70,53438000;-5,18997800
6,55615996;74,19355000;-5,18997800
6,55871996;74,19355000;-5,18997800
6,56127996;75,10911000;-5,18997800
6,56383996;71,44993000;-5,28092300
6,56639996;74,19355000;-5,18997800
6,56895996;75,10911000;-5,28092300
6,57151996;76,94021000;-5,28092300
6,57407996;73,27799000;-5,28092300
6,57663996;73,27799000;-5,28092300
6,57919996;73,27799000;-5,28092300
6,58175996;74,19355000;-5,28092300
6,58431996;74,19355000;-5,28092300
6,58687996;75,10911000;-5,28092300
6,58943996;71,44993000;-5,28092300
6,59199996;73,27799000;-5,28092300
6,59455996;72,36243000;-5,28092300
6,59711996;74,19355000;-5,28092300
6,59967996;73,27799000;-5,28092300
6,60223996;74,19355000;-5,28092300
6,60479996;74,19355000;-5,28092300
6,60735996;74,19355000;-5,28092300
6,60991996;75,10911000;-5,28092300
6,61247996;75,10911000;-5,28092300
6,61503996;73,27799000;-5,28092300
6,61759996;74,19355000;-5,28092300
6,62015996;73,27799000;-5,28092300
6,62271996;74,19355000;-5,28092300
6,62527996;74,19355000;-5,28092300
6,62783996;76,02465000;-5,37186800
6,63039996;75,10911000;-5,28092300
6,63295996;73,27799000;-5,28092300
6,63551996;70,53438000;-5,37186800
6,63807996;75,10911000;-5,37186800
6,64063996;76,02465000;-5,28092300
6,64319996;73,27799000;-5,37186800
6,64575996;71,44993000;-5,28092300
6,64831996;75,10911000;-5,28092300
6,65087996;78,76827000;-5,28092300
6,65343996;76,94021000;-5,37186800
6,65599996;75,10911000;-5,28092300
6,65855996;75,10911000;-5,28092300
6,66111996;74,19355000;-5,37186800
6,66367996;73,27799000;-5,28092300
6,66623996;77,85271000;-5,28092300
6,66879996;75,10911000;-5,37186800
6,67135996;76,94021000;-5,37186800
6,67391996;75,10911000;-5,37186800
6,67647996;75,10911000;-5,37186800
6,67903996;75,10911000;-5,37186800
6,68159996;73,27799000;-5,37186800
6,68415996;73,27799000;-5,37186800
6,68671996;74,19355000;-5,37186800
6,68927996;74,19355000;-5,37186800
6,69183996;75,10911000;-5,37186800
6,69439996;76,02465000;-5,37186800
6,69695996;74,19355000;-5,37186800
6,69951996;75,10911000;-5,37186800
6,70207996;75,10911000;-5,37186800
6,70463996;74,19355000;-5,37186800
6,70719996;76,94021000;-5,37186800
6,70975996;74,19355000;-5,37186800
6,71231996;76,02465000;-5,37186800
6,71487996;74,19355000;-5,37186800
6,71743996;76,02465000;-5,37186800
6,71999996;73,27799000;-5,37186800
6,72255996;76,94021000;-5,37186800
6,72511996;72,36243000;-5,37186800
6,72767996;72,36243000;-5,37186800
6,73023996;74,19355000;-5,37186800
6,73279996;75,10911000;-5,37186800
6,73535996;76,02465000;-5,37186800
6,73791996;76,94021000;-5,46281300
6,74047996;74,19355000;-5,37186800
6,74303996;75,10911000;-5,37186800
6,74559996;80,59939000;-5,37186800
6,74815996;76,94021000;-5,37186800
6,75071996;75,10911000;-5,37186800
6,75327996;73,27799000;-5,37186800
6,75583996;75,10911000;-5,37186800
6,75839996;74,19355000;-5,46281300
6,76095996;70,53438000;-5,37186800
6,76351996;76,94021000;-5,46281300
6,76607996;74,19355000;-5,37186800
6,76863996;74,19355000;-5,37186800
6,77119996;76,94021000;-5,46281300
6,77375996;74,19355000;-5,37186800
6,77631996;77,85271000;-5,37186800
6,77887996;74,19355000;-5,37186800
6,78143996;78,76827000;-5,46281300
6,78399996;74,19355000;-5,37186800
6,78655996;76,94021000;-5,37186800
6,78911996;74,19355000;-5,46281300
6,79167996;74,19355000;-5,46281300
6,79423996;75,10911000;-5,46281300
6,79679996;77,85271000;-5,46281300
6,79935996;75,10911000;-5,46281300
6,80191996;76,02465000;-5,46281300
6,80447996;77,85271000;-5,37186800
6,80703996;76,94021000;-5,46281300
6,80959996;77,85271000;-5,37186800
6,81215996;75,10911000;-5,46281300
6,81471996;76,94021000;-5,46281300
6,81727996;75,10911000;-5,46281300
6,81983996;74,19355000;-5,46281300
6,82239996;74,19355000;-5,46281300
6,82495996;78,76827000;-5,37186800
6,82751996;76,02465000;-5,46281300
6,83007996;76,94021000;-5,46281300
6,83263996;73,27799000;-5,46281300
6,83519996;78,76827000;-5,46281300
6,83775996;78,76827000;-5,46281300
6,84031996;77,85271000;-5,46281300
6,84287996;76,94021000;-5,46281300
6,84543996;75,10911000;-5,46281300
6,84799996;76,94021000;-5,46281300
6,85055996;76,02465000;-5,46281300
6,85311996;76,94021000;-5,46281300
6,85567996;76,94021000;-5,46281300
6,85823996;74,19355000;-5,46281300
6,86079996;76,94021000;-5,46281300
6,86335996;76,94021000;-5,46281300
6,86591996;76,02465000;-5,46281300
6,86847996;76,94021000;-5,46281300
6,87103996;76,94021000;-5,46281300
6,87359996;76,02465000;-5,46281300
6,87615996;76,94021000;-5,46281300
6,87871996;76,94021000;-5,46281300
6,88127996;76,94021000;-5,46281300
6,88383996;76,02465000;-5,46281300
6,88639996;76,02465000;-5,46281300
6,88895996;76,94021000;-5,46281300
6,89151996;73,27799000;-5,46281300
6,89407996;77,85271000;-5,46281300
6,89663996;78,76827000;-5,46281300
6,89919996;75,10911000;-5,46281300
6,90175996;77,85271000;-5,46281300
6,90431996;76,94021000;-5,46281300
6,90687996;77,85271000;-5,46281300
6,90943996;75,10911000;-5,46281300
6,91199996;77,85271000;-5,46281300
6,91455996;76,02465000;-5,46281300
6,91711996;77,85271000;-5,46281300
6,91967996;78,76827000;-5,46281300
6,92223996;75,10911000;-5,46281300
6,92479996;76,02465000;-5,46281300
6,92735996;80,59939000;-5,46281300
6,92991996;78,76827000;-5,46281300
6,93247996;76,94021000;-5,46281300
6,93503996;77,85271000;-5,46281300
6,93759996;76,94021000;-5,46281300
6,94015996;75,10911000;-5,46281300
6,94271996;75,10911000;-5,46281300
6,94527996;76,02465000;-5,46281300
6,94783996;79,68383000;-5,46281300
6,95039996;74,19355000;-5,55375800
6,95295996;76,94021000;-5,46281300
6,95551996;76,02465000;-5,46281300
6,95807996;76,94021000;-5,46281300
6,96063996;77,85271000;-5,46281300
6,96319996;74,19355000;-5,46281300
6,96575996;76,94021000;-5,46281300
6,96831996;77,85271000;-5,46281300
6,97087996;77,85271000;-5,46281300
6,97343996;75,10911000;-5,46281300
6,97599996;77,85271000;-5,46281300
6,97855996;74,19355000;-5,46281300
6,98111996;76,94021000;-5,46281300
6,98367996;73,27799000;-5,46281300
6,98623996;76,02465000;-5,46281300
6,98879996;79,68383000;-5,46281300
6,99135996;76,94021000;-5,46281300
6,99391996;78,76827000;-5,46281300
6,99647996;76,94021000;-5,46281300
6,99903996;76,94021000;-5,46281300
7,00159996;77,85271000;-5,55375800
7,00415996;79,68383000;-5,46281300
7,00671996;71,44993000;-5,46281300
7,00927996;76,94021000;-5,46281300
7,01183996;76,94021000;-5,46281300
7,01439996;76,94021000;-5,46281300
7,01695996;76,94021000;-5,46281300
7,01951996;75,10911000;-5,46281300
7,02207996;76,02465000;-5,46281300
7,02463996;77,85271000;-5,46281300
7,02719996;76,94021000;-5,46281300
7,02975996;77,85271000;-5,46281300
7,03231996;75,10911000;-5,46281300
7,03487996;76,02465000;-5,46281300
7,03743996;75,10911000;-5,55375800
7,03999996;80,59939000;-5,46281300
7,04255996;76,02465000;-5,55375800
7,04511996;73,27799000;-5,46281300
7,04767996;74,19355000;-5,46281300
7,05023996;77,85271000;-5,46281300
7,05279996;76,94021000;-5,46281300
7,05535996;76,02465000;-5,46281300
7,05791996;78,76827000;-5,46281300
7,06047996;80,59939000;-5,46281300
7,06303996;78,76827000;-5,46281300
7,06559996;74,19355000;-5,46281300
7,06815996;78,76827000;-5,46281300
7,07071996;76,94021000;-5,55375800
7,07327996;75,10911000;-5,46281300
7,07583996;76,94021000;-5,46281300
7,07839996;75,10911000;-5,46281300
7,08095996;76,94021000;-5,46281300
7,08351996;78,76827000;-5,46281300
7,08607996;77,85271000;-5,55375800
7,08863996;77,85271000;-5,46281300
7,09119996;78,76827000;-5,55375800
7,09375996;75,10911000;-5,46281300
7,09631996;79,68383000;-5,46281300
7,09887996;77,85271000;-5,46281300
7,10143996;76,94021000;-5,46281300
7,10399996;76,94021000;-5,46281300
7,10655996;78,76827000;-5,46281300
7,10911996;78,76827000;-5,46281300
7,11167996;78,76827000;-5,46281300
7,11423996;74,19355000;-5,46281300
7,11679996;75,10911000;-5,46281300
7,11935996;75,10911000;-5,46281300
7,12191996;77,85271000;-5,46281300
7,12447996;76,02465000;-5,46281300
7,12703996;74,19355000;-5,46281300
7,12959996;76,94021000;-5,46281300
7,13215996;77,85271000;-5,46281300
7,13471996;76,94021000;-5,55375800
7,13727996;78,76827000;-5,46281300
7,13983996;80,59939000;-5,46281300
7,14239996;80,59939000;-5,46281300
7,14495996;76,94021000;-5,46281300
7,14751996;76,02465000;-5,46281300
7,15007996;76,94021000;-5,46281300
7,15263996;78,76827000;-5,55375800
7,15519996;79,68383000;-5,46281300
7,15775996;77,85271000;-5,46281300
7,16031996;77,85271000;-5,46281300
7,16287996;76,94021000;-5,46281300
7,16543996;76,94021000;-5,46281300
7,16799996;76,94021000;-5,46281300
7,17055996;76,02465000;-5,46281300
7,17311996;76,02465000;-5,46281300
7,17567996;76,94021000;-5,46281300
7,17823996;76,02465000;-5,46281300
7,18079996;78,76827000;-5,46281300
7,18335996;73,27799000;-5,46281300
7,18591996;78,76827000;-5,46281300
7,18847996;78,76827000;-5,46281300
7,19103996;77,85271000;-5,46281300
7,19359996;75,10911000;-5,46281300
7,19615996;76,94021000;-5,46281300
7,19871996;73,27799000;-5,46281300
7,20127996;76,94021000;-5,46281300
7,20383996;76,94021000;-5,46281300
7,20639996;74,19355000;-5,46281300
7,20895996;76,02465000;-5,46281300
7,21151996;76,94021000;-5,46281300
7,21407996;75,10911000;-5,46281300
7,21663996;76,94021000;-5,46281300
7,21919996;76,02465000;-5,46281300
7,22175996;77,85271000;-5,46281300
7,22431996;76,02465000;-5,46281300
7,22687996;77,85271000;-5,46281300
7,22943996;76,02465000;-5,46281300
7,23199996;75,10911000;-5,46281300
7,23455996;75,10911000;-5,46281300
7,23711996;74,19355000;-5,46281300
7,23967996;75,10911000;-5,46281300
7,24223996;75,10911000;-5,46281300
7,24479996;73,27799000;-5,46281300
7,24735996;76,94021000;-5,46281300
7,24991996;76,94021000;-5,46281300
7,25247996;77,85271000;-5,46281300
7,25503996;77,85271000;-5,46281300
7,25759996;76,94021000;-5,46281300
7,26015996;77,85271000;-5,46281300
7,26271996;79,68383000;-5,46281300
7,26527996;77,85271000;-5,46281300
7,26783996;75,10911000;-5,46281300
7,27039996;78,76827000;-5,46281300
7,27295996;76,02465000;-5,46281300
7,27551996;75,10911000;-5,46281300
7,27807996;75,10911000;-5,46281300
7,28063996;73,27799000;-5,46281300
7,28319996;78,76827000;-5,46281300
7,28575996;75,10911000;-5,46281300
7,28831996;78,76827000;-5,46281300
7,29087996;76,94021000;-5,46281300
7,29343996;74,19355000;-5,46281300
7,29599996;75,10911000;-5,46281300
7,29855996;77,85271000;-5,46281300
7,30111996;73,27799000;-5,37186800
7,30367996;78,76827000;-5,37186800
7,30623996;74,19355000;-5,46281300
7,30879996;76,02465000;-5,46281300
7,31135996;76,02465000;-5,46281300
7,31391996;75,10911000;-5,46281300
7,31647996;76,02465000;-5,46281300
7,31903996;79,68383000;-5,46281300
7,32159996;76,02465000;-5,37186800
7,32415996;76,94021000;-5,46281300
7,32671996;73,27799000;-5,46281300
7,32927996;75,10911000;-5,46281300
7,33183996;75,10911000;-5,46281300
7,33439996;74,19355000;-5,46281300
7,33695996;77,85271000;-5,46281300
7,33951996;75,10911000;-5,37186800
7,34207996;76,02465000;-5,37186800
7,34463996;73,27799000;-5,46281300
7,34719996;75,10911000;-5,46281300
7,34975996;75,10911000;-5,46281300
7,35231996;76,94021000;-5,37186800
7,35487996;76,94021000;-5,37186800
7,35743996;77,85271000;-5,37186800
7,35999996;74,19355000;-5,46281300
7,36255996;79,68383000;-5,37186800
7,36511996;75,10911000;-5,37186800
7,36767996;75,10911000;-5,37186800
7,37023996;74,19355000;-5,37186800
7,37279996;71,44993000;-5,37186800
7,37535996;76,02465000;-5,37186800
7,37791996;75,10911000;-5,37186800
7,38047996;76,94021000;-5,37186800
7,38303996;76,02465000;-5,37186800
7,38559996;75,10911000;-5,37186800
7,38815996;76,94021000;-5,37186800
7,39071996;76,02465000;-5,37186800
7,39327996;73,27799000;-5,37186800
7,39583996;75,10911000;-5,37186800
7,39839996;75,10911000;-5,37186800
7,40095996;75,10911000;-5,37186800
7,40351996;74,19355000;-5,37186800
7,40607995;75,10911000;-5,37186800
7,40863995;76,02465000;-5,37186800
7,41119995;75,10911000;-5,37186800
7,41375995;75,10911000;-5,37186800
7,41631995;75,10911000;-5,37186800
7,41887995;75,10911000;-5,37186800
7,42143995;75,10911000;-5,37186800
7,42399995;73,27799000;-5,37186800
7,42655995;75,10911000;-5,37186800
7,42911995;74,19355000;-5,37186800
7,43167995;75,10911000;-5,37186800
7,43423995;74,19355000;-5,37186800
7,43679995;77,85271000;-5,37186800
7,43935995;75,10911000;-5,37186800
7,44191995;75,10911000;-5,37186800
7,44447995;74,19355000;-5,37186800
7,44703995;75,10911000;-5,37186800
7,44959995;76,94021000;-5,37186800
7,45215995;76,94021000;-5,37186800
7,45471995;73,27799000;-5,37186800
7,45727995;73,27799000;-5,37186800
7,45983995;73,27799000;-5,37186800
7,46239995;74,19355000;-5,37186800
7,46495995;70,53438000;-5,37186800
7,46751995;73,27799000;-5,37186800
7,47007995;74,19355000;-5,28092300
7,47263995;74,19355000;-5,28092300
7,47519995;73,27799000;-5,37186800
7,47775995;74,19355000;-5,37186800
7,48031995;74,19355000;-5,37186800
7,48287995;76,02465000;-5,28092300
7,48543995;76,02465000;-5,28092300
7,48799995;74,19355000;-5,28092300
7,49055995;75,10911000;-5,28092300
7,49311995;76,02465000;-5,28092300
7,49567995;71,44993000;-5,37186800
7,49823995;74,19355000;-5,28092300
7,50079995;74,19355000;-5,28092300
7,50335995;72,36243000;-5,28092300
7,50591995;75,10911000;-5,28092300
7,50847995;75,10911000;-5,28092300
7,51103995;73,27799000;-5,28092300
7,51359995;73,27799000;-5,28092300
7,51615995;74,19355000;-5,28092300
